Elevation, Aspect, Slope, Horiz_Dist_Hydro, Vert_Dist_Hydro, Horiz_Dist_Roadways, Hillshade_9am, Hillshade_Noon, Hillshade_3pm, Horiz_Dist_FirePts
2011.5761, 261.8874, 30.4446, 476.9386, 433.1667, 558.4135, 46.8484, 60.4656, 53.8786, 799.782
1976.37, 357.2832, 6.6334, 33.6325, 204.1926, 821.7284, 192.1611, 196.4343, 83.529, 154.8916
2273.0768, 146.0568, 39.9439, 41.191, 239.8218, 41.2711, 100.5968, 198.1229, 198.7645, 388.18
2188.4209, 49.5929, 16.9679, 480.9967, 91.6942, 782.7213, 109.9353, 246.5511, 234.8047, 539.5929
1655.8355, 252.8282, 12.3344, 70.8967, 112.8873, 488.0298, 198.7406, 235.1195, 117.2184, 330.2456
1877.6199, 329.3635, 44.1551, 405.5515, 414.8441, 928.9016, 141.837, 248.2487, 128.7118, 829.3715
1471.6371, 106.0514, 19.286, 242.6022, 479.9644, 193.332, 221.1542, 146.8484, 49.8925, 902.6027
1384.3832, 262.5919, 2.9371, 474.7948, 144.788, 267.7867, 20.9073, 238.6835, 43.7131, 172.8542
1076.3645, 283.1206, 7.9499, 377.3179, 73.3616, 142.0352, 145.3645, 230.1387, 14.3449, 116.9618
1276.1607, 263.1714, 58.0637, 103.1106, 370.6865, 893.8885, 249.883, 187.6498, 135.6377, 832.4542
2234.2021, 317.0691, 17.8684, 375.0835, 13.6769, 939.4025, 19.3188, 40.6302, 177.0712, 252.891
2008.7022, 156.2483, 48.2376, 440.4203, 24.9483, 920.8227, 63.2517, 231.4411, 187.9616, 808.6767
1186.6182, 14.7985, 30.3623, 69.8282, 482.7325, 988.1491, 157.4356, 13.8851, 125.9793, 942.8965
1938.8838, 219.4292, 11.8, 204.2644, 349.5266, 277.2948, 38.7209, 124.3113, 165.37, 546.3504
2218.1011, 259.8832, 24.0948, 437.8317, 240.5752, 543.116, 28.9801, 159.3427, 13.324, 398.5857
1319.6943, 173.5821, 10.6228, 331.831, 20.3462, 341.9702, 22.8734, 132.0395, 101.1529, 546.4226
1715.2183, 24.0604, 14.6349, 449.0463, 366.749, 126.8743, 177.0427, 223.2284, 172.3367, 250.4795
2354.7587, 13.7663, 17.4791, 385.9674, 136.4813, 697.8972, 17.4378, 223.4028, 108.3754, 543.8729
1779.5288, 343.4259, 44.3375, 34.6221, 184.6532, 798.3597, 139.2222, 80.88, 130.0956, 514.0759
945.9297, 245.8615, 15.3486, 184.8547, 273.3786, 249.0682, 70.3498, 51.514, 97.7472, 405.4595
1878.2202, 143.5218, 1.7282, 156.1863, 359.5426, 931.6687, 87.5382, 25.6468, 194.5892, 391.0596
1933.0021, 205.7601, 14.6735, 238.7979, 495.2216, 559.8668, 164.6262, 242.9677, 231.6935, 50.4324
1299.0573, 221.9159, 46.8297, 302.7586, 145.5879, 483.443, 195.1121, 165.5591, 60.4214, 967.0881
1899.5115, 245.5213, 26.5123, 269.4736, 120.4575, 552.5634, 158.0056, 8.5765, 104.299, 503.0063
1818.3179, 177.537, 40.4837, 409.64, 195.4015, 204.8039, 60.7646, 145.3412, 10.2044, 376.3748
2002.8527, 34.6779, 55.8504, 357.0021, 136.5603, 628.686, 137.3448, 5.1548, 115.5637, 647.304
1491.8574, 292.9441, 21.7224, 190.1988, 236.5494, 887.5903, 24.8769, 35.0741, 232.367, 668.3315
1280.6073, 4.924, 20.0065, 108.3512, 465.2761, 867.0055, 53.8801, 183.3336, 65.7653, 373.642
1840.2824, 128.8705, 7.6105, 196.1793, 263.8074, 524.6898, 205.6636, 212.876, 15.8891, 432.8166
1487.9973, 262.7019, 52.1355, 166.8505, 287.9016, 194.0415, 63.6819, 176.7522, 16.6759, 579.4478
919.4292, 319.8011, 4.73, 74.9944, 193.2811, 210.5442, 189.3902, 67.3887, 208.3471, 218.0785
2233.7822, 66.7442, 39.2602, 386.9906, 351.5694, 322.4068, 176.9438, 108.1866, 230.9283, 918.7578
1346.9324, 45.0001, 40.5947, 473.4198, 175.0016, 710.4491, 81.0558, 61.6083, 155.6206, 909.2721
2003.6969, 256.4183, 8.0737, 81.1965, 92.0658, 807.9723, 75.1504, 248.2233, 88.9633, 281.1638
1794.6355, 11.3264, 46.7846, 346.1877, 464.2171, 886.0554, 223.6336, 7.7048, 24.6759, 525.4626
1091.6786, 101.7574, 29.9378, 405.9164, 26.3829, 788.7503, 146.6681, 91.9904, 94.7264, 724.2351
1254.931, 42.3325, 13.4545, 65.1865, 408.3441, 579.5206, 229.1389, 122.9162, 54.9933, 339.3238
1499.6575, 327.352, 49.0603, 193.1282, 189.0063, 836.5564, 113.8966, 99.1936, 96.6068, 982.8622
1046.8378, 2.5607, 7.1226, 190.306, 216.4006, 130.0454, 128.5529, 79.3915, 14.4564, 826.2749
1516.5908, 299.8158, 24.7699, 350.2688, 409.8669, 876.9247, 183.8045, 77.2938, 194.0349, 734.6285
2044.7088, 76.6126, 40.263, 56.4209, 240.7339, 424.0739, 44.9939, 215.9893, 71.8642, 708.5879
946.6945, 282.3275, 40.1133, 346.6035, 458.9346, 313.4158, 83.452, 127.0886, 22.6663, 512.231
988.9298, 329.4825, 22.2233, 452.5925, 16.9712, 264.2186, 225.4758, 97.5141, 170.663, 275.0405
2325.4807, 329.7903, 4.6853, 277.2027, 12.6101, 329.3698, 107.9797, 119.2361, 52.1914, 522.1382
1973.808, 197.8084, 46.3593, 119.2712, 277.3535, 882.0166, 131.1435, 171.6916, 17.0248, 227.9736
940.2365, 344.4385, 49.6591, 46.9599, 30.3673, 833.3218, 220.5088, 79.3704, 0.5097, 653.0818
2303.066, 61.111, 58.0241, 67.1161, 74.9842, 615.9089, 159.0097, 56.3474, 170.0241, 537.1559
2058.981, 274.2619, 37.4186, 346.4805, 466.53, 663.7117, 176.4595, 108.4242, 166.3064, 638.6496
1857.9446, 317.7513, 2.172, 327.0065, 32.0051, 128.3745, 9.9564, 183.7601, 12.3822, 163.6441
1468.7153, 255.4056, 47.0039, 299.1891, 281.6126, 474.1814, 98.9503, 108.5731, 98.9549, 675.1545
936.8828, 42.2553, 27.8316, 174.8993, 53.3299, 44.9402, 193.0871, 116.0115, 222.0587, 56.8684
2229.9338, 114.7425, 49.7629, 444.6507, 460.334, 182.6713, 167.1897, 248.8644, 185.1551, 789.124
2199.0866, 48.815, 29.5744, 137.3947, 129.3035, 562.827, 235.4389, 119.3491, 112.8781, 524.4602
1969.8894, 20.1056, 57.162, 86.8663, 189.2111, 985.6868, 96.1151, 238.0874, 45.795, 898.1641
1877.0072, 350.1923, 53.3521, 174.2063, 85.5161, 398.2812, 103.5776, 17.1161, 166.3736, 926.8795
2062.0112, 193.2064, 44.6416, 478.2021, 495.5684, 713.5247, 57.9679, 40.7726, 24.1899, 814.6203
1314.8445, 341.9128, 25.6951, 352.1847, 325.9913, 419.1785, 159.7081, 144.684, 227.1282, 657.6881
2173.1478, 84.0515, 31.7127, 329.6275, 1.8463, 732.9082, 35.0281, 100.3904, 58.1235, 403.3676
1641.6531, 358.5541, 41.2628, 72.1305, 257.082, 443.2787, 214.6327, 56.0506, 170.0761, 535.3526
1903.9637, 125.7149, 29.1695, 236.0848, 4.2699, 690.3987, 107.3519, 211.838, 17.9698, 723.2292
1998.4702, 102.0948, 24.1055, 484.335, 173.6416, 972.547, 13.1888, 240.3338, 150.5094, 53.7528
1600.8411, 264.6056, 29.3593, 282.0811, 343.2406, 133.1117, 235.0756, 108.1737, 186.6276, 255.9358
1209.098, 31.7055, 42.7456, 131.6233, 436.4073, 80.2471, 9.6833, 207.3056, 65.908, 416.1072
1380.0453, 213.9139, 14.8761, 346.9872, 494.2351, 442.682, 246.6604, 119.2642, 99.0475, 257.2016
1613.7629, 130.0268, 8.3055, 89.6275, 270.0149, 270.051, 211.3281, 69.3666, 98.1793, 910.8183
1976.6858, 86.7074, 54.8598, 462.0493, 472.5532, 574.0844, 67.3574, 182.5661, 234.7674, 851.4086
1973.841, 82.8942, 58.4056, 433.1034, 464.6824, 885.1981, 11.7563, 162.9642, 45.4559, 977.78
1212.1598, 130.1861, 46.2625, 481.7625, 12.9248, 802.8334, 31.1717, 38.6611, 96.1083, 734.5517
904.1766, 187.6318, 7.4297, 244.3079, 171.3347, 560.7768, 44.369, 215.3979, 149.2541, 259.9751
2164.2906, 23.8962, 0.0027, 321.0258, 55.794, 52.2459, 139.6962, 131.4013, 82.5098, 249.5162
2197.2359, 159.454, 5.9956, 94.7887, 339.8062, 283.4903, 196.5295, 63.2484, 130.5441, 37.7349
1524.2775, 182.2399, 48.864, 76.3915, 346.0173, 396.868, 207.3752, 224.6134, 247.9027, 153.4167
1170.429, 276.1749, 59.0965, 475.394, 162.7481, 850.8061, 10.4777, 6.2942, 137.1293, 701.8174
1133.8493, 355.4103, 25.2994, 494.7428, 426.7704, 18.8294, 20.0327, 224.23, 53.0343, 608.6476
1294.3979, 68.3421, 43.3693, 20.8908, 153.9761, 905.1808, 250.2916, 225.758, 244.664, 336.5023
1814.667, 112.9149, 22.9903, 475.8762, 491.6274, 230.8031, 131.8816, 166.4985, 73.2674, 797.4539
1845.9055, 25.0738, 59.3203, 75.291, 209.2373, 259.0867, 131.2667, 208.0437, 54.6713, 55.1903
2330.0489, 200.1451, 56.0649, 96.7376, 441.0825, 172.4129, 45.6895, 64.5249, 4.5785, 84.2471
1674.1807, 145.2928, 14.0841, 171.8116, 169.7361, 922.8598, 163.7263, 29.788, 220.0481, 458.5299
2156.4912, 200.9861, 44.3148, 24.4517, 76.2061, 436.3445, 131.3472, 251.8785, 176.2753, 830.557
1874.1578, 259.7156, 14.411, 357.3561, 34.2459, 99.9256, 167.5065, 67.0557, 86.7601, 468.8895
1189.2394, 98.2489, 21.559, 142.8082, 151.681, 186.0811, 19.7326, 43.2787, 228.3424, 804.4199
1224.02, 200.8675, 38.077, 475.4854, 44.2497, 422.7483, 226.1883, 0.8628, 159.7409, 835.0257
1062.312, 158.7487, 27.4852, 252.5087, 3.1369, 289.0956, 106.5183, 208.541, 154.3104, 619.1722
1167.7918, 106.5607, 24.7804, 34.0516, 398.2884, 867.8883, 66.57, 172.8999, 211.4164, 797.0927
928.9112, 81.1404, 20.8594, 319.2505, 159.5058, 607.5009, 154.4113, 31.943, 157.1177, 786.0293
1406.4411, 166.6834, 24.8329, 124.0039, 336.561, 109.843, 58.8878, 239.3719, 107.7745, 754.674
2323.0528, 52.1624, 3.9273, 435.6172, 250.0441, 862.5681, 27.2492, 235.012, 120.6071, 770.4956
1803.0441, 3.8161, 5.5794, 24.3279, 274.8061, 550.883, 56.9001, 237.2484, 139.4896, 289.3062
1607.5286, 20.7272, 34.139, 432.7655, 117.7184, 420.1899, 250.408, 236.4096, 133.0622, 904.5648
2309.027, 255.1013, 41.47, 124.6671, 57.6119, 897.8864, 214.1539, 130.9455, 84.3038, 558.0073
1506.9641, 359.3393, 0.014, 426.0411, 355.8293, 931.2795, 124.1026, 83.1162, 156.5503, 124.8334
1479.3416, 195.9589, 4.0862, 121.8771, 245.5358, 947.2124, 123.5474, 73.5311, 171.6406, 895.6061
2327.7642, 138.607, 13.0193, 4.9292, 493.0457, 4.2602, 49.3759, 17.48, 71.7854, 281.0646
1364.6446, 335.6546, 3.1621, 99.5997, 147.7798, 184.945, 241.6928, 4.9553, 76.3061, 441.2129
1179.1395, 173.155, 56.7706, 282.1352, 263.4509, 986.2137, 175.8847, 89.9075, 232.7769, 190.4057
2148.1423, 220.3901, 8.7684, 80.8973, 62.6579, 912.3746, 192.5663, 140.567, 45.0976, 737.9568
1331.1841, 6.0341, 58.6711, 99.1147, 312.7495, 484.9191, 190.9985, 237.0262, 143.664, 699.3715
2333.7246, 121.4998, 48.3203, 453.0735, 391.7013, 865.3778, 191.5094, 116.2785, 148.2012, 545.1579
2277.13, 203.7638, 47.2895, 346.0147, 309.4627, 475.9311, 161.2218, 60.0459, 141.8724, 758.876
1590.3544, 304.5026, 19.9404, 301.0087, 449.9883, 711.3926, 120.8169, 117.182, 46.4171, 548.3873
1607.4268, 215.4297, 51.3355, 92.7566, 250.7381, 707.0065, 209.5479, 217.7891, 242.0558, 917.005
1015.393, 49.1705, 35.9571, 150.6771, 405.1486, 378.9736, 91.9111, 39.2114, 135.4976, 255.412
1953.2013, 46.8012, 43.025, 44.8883, 276.3274, 636.6047, 16.0344, 123.4426, 69.2059, 689.8862
2096.6295, 281.4414, 26.9381, 417.9618, 340.4792, 902.4562, 181.4619, 158.5766, 60.2287, 124.8059
1515.9266, 194.2201, 29.9361, 232.8502, 31.3353, 323.8515, 13.6752, 103.5145, 171.8291, 982.9306
1529.2513, 304.9156, 37.6526, 479.4732, 453.7227, 348.041, 164.7602, 96.1679, 233.3195, 889.0506
1568.7837, 153.0523, 15.1408, 316.4452, 48.5198, 524.2675, 127.5135, 106.7497, 197.1964, 102.8795
1779.8281, 2.8405, 31.7333, 231.7784, 372.2972, 427.6552, 249.2046, 113.9537, 192.6962, 105.2369
1293.2258, 121.7823, 55.4546, 437.5738, 254.2226, 738.73, 136.9117, 89.877, 5.376, 925.5069
1884.6009, 220.9036, 51.5464, 283.2834, 488.1308, 603.2312, 13.8943, 132.5522, 30.4209, 194.0185
1901.6583, 305.3699, 12.0819, 183.6862, 38.437, 112.5491, 178.954, 141.0175, 97.0524, 464.4927
1923.9531, 276.8146, 33.9085, 28.9664, 90.7407, 836.5865, 33.0588, 208.669, 42.1731, 611.2569
1193.9231, 240.2787, 46.7416, 431.9271, 369.0699, 887.2018, 190.1118, 45.3896, 117.0274, 423.8925
1928.9101, 354.5739, 0.7765, 292.2427, 405.8116, 648.8744, 186.3818, 192.94, 233.042, 336.8362
2001.4301, 178.6216, 49.5426, 129.5907, 173.1289, 569.1855, 143.553, 191.5939, 0.7794, 309.798
1148.8491, 209.4895, 26.915, 480.4485, 428.265, 818.6159, 218.1942, 127.9152, 128.2861, 561.416
1888.3061, 300.1627, 32.4354, 430.2739, 153.3707, 98.6122, 110.8185, 45.249, 215.5378, 326.1931
1642.3198, 294.4154, 13.787, 290.763, 173.6758, 868.6125, 135.031, 67.4563, 166.7127, 304.4294
2003.8311, 88.4485, 44.0029, 47.0093, 357.8666, 74.5817, 149.0248, 85.0902, 244.9966, 585.676
1544.9634, 238.3511, 10.5361, 421.8456, 159.8794, 469.5763, 107.1508, 132.7026, 129.4236, 705.4216
1614.7135, 171.1354, 17.6584, 203.6817, 171.9975, 525.0359, 198.2819, 109.8151, 73.0583, 127.6314
1619.9844, 85.456, 38.9268, 493.0463, 71.7265, 22.1076, 189.3205, 95.9864, 17.8603, 895.864
1589.4033, 124.6156, 16.0045, 164.1724, 457.5633, 795.7079, 78.6422, 141.9875, 86.8574, 854.602
1307.4669, 75.6941, 39.4761, 447.7554, 156.1821, 968.6824, 164.4649, 252.6469, 117.3623, 679.8688
1459.6745, 219.3353, 59.1658, 494.9483, 321.9922, 875.9472, 66.6101, 53.1754, 122.7642, 772.0196
1459.0461, 297.7418, 20.7605, 120.2893, 442.3253, 833.609, 160.6682, 71.6061, 10.8246, 729.7661
1147.1064, 274.7363, 24.339, 471.2066, 462.064, 878.6132, 93.0562, 37.2078, 216.1151, 847.1254
1274.0301, 310.4524, 42.9992, 376.6677, 381.2992, 591.4447, 82.4992, 38.8262, 76.5111, 636.2965
2013.8726, 141.5425, 17.6165, 369.2045, 191.1082, 446.8959, 27.2848, 155.9916, 161.0575, 389.8163
1142.0378, 171.0884, 20.5144, 298.7188, 454.8697, 723.1589, 21.7089, 33.3685, 254.6383, 943.2101
1078.3989, 274.1512, 27.3195, 298.0484, 126.3184, 572.8345, 6.0013, 204.7239, 91.1278, 101.3249
2145.5528, 306.6923, 5.5376, 268.1554, 207.9922, 234.3629, 135.0206, 148.7191, 199.0034, 242.3521
2026.9791, 77.1781, 30.6384, 212.9867, 83.6192, 680.4707, 61.0204, 125.5791, 64.0104, 836.0497
1883.5132, 199.3861, 38.0783, 22.5989, 20.6481, 981.2191, 2.9957, 172.3337, 212.6758, 507.8549
1052.3372, 167.7437, 2.3083, 319.146, 1.4546, 850.9849, 100.7414, 221.0333, 160.3455, 677.5194
1044.1431, 247.0488, 33.1928, 298.983, 247.2008, 877.1804, 133.8187, 213.9858, 175.6171, 106.8449
1059.4059, 348.88, 5.3609, 219.6664, 191.9106, 747.8318, 17.6979, 244.918, 116.4684, 141.3872
1781.699, 127.7385, 27.9859, 51.3515, 117.6361, 937.4986, 64.2958, 198.4791, 127.0282, 339.1105
1397.2417, 139.4714, 9.6715, 385.341, 397.767, 136.8007, 172.8623, 141.0683, 224.5712, 186.5168
937.6429, 139.3879, 26.0506, 429.7737, 14.2859, 658.4814, 57.4076, 0.6031, 101.255, 929.4703
1004.0217, 232.4372, 44.0853, 324.1301, 17.3687, 889.0939, 156.8543, 6.0445, 145.9808, 239.6336
1491.9684, 345.7176, 16.7956, 234.9291, 410.0029, 924.765, 36.3968, 109.8749, 163.2076, 624.1144
1689.476, 55.3982, 22.3336, 208.3181, 445.636, 4.9297, 23.7646, 113.8691, 49.0407, 619.6818
1834.9978, 214.9745, 11.2328, 418.874, 379.2385, 490.4106, 109.6037, 224.6159, 67.4632, 925.9854
1725.8799, 206.8628, 11.766, 174.5983, 269.0838, 500.8393, 184.9569, 42.0229, 32.4776, 584.9386
1013.9305, 350.016, 4.2926, 386.5819, 172.0898, 88.4189, 8.0919, 34.2642, 244.5386, 44.3018
974.8859, 336.0037, 17.1027, 48.0168, 45.3932, 965.7415, 102.9654, 44.0916, 238.1128, 719.1037
1531.7658, 36.4285, 46.6057, 365.0578, 373.1213, 388.299, 69.5235, 215.5164, 168.2205, 329.6174
1443.0054, 345.3874, 8.9732, 354.4761, 93.8829, 209.0451, 109.4441, 230.4465, 148.3591, 521.9949
2058.9341, 279.7764, 5.9357, 447.159, 151.6295, 342.6151, 86.7632, 191.932, 39.3405, 818.3481
1433.4446, 103.5562, 58.9393, 178.3927, 122.1502, 698.44, 41.0609, 109.1763, 174.113, 876.145
1060.065, 203.7493, 0.0699, 85.7103, 48.0059, 940.9747, 153.2934, 138.0133, 158.978, 19.4868
2346.2861, 198.1544, 49.0103, 192.1235, 116.2067, 415.7034, 173.2627, 165.1673, 92.4168, 522.5086
2339.7819, 97.8816, 8.9691, 310.0853, 131.9695, 23.7095, 254.7291, 52.502, 157.756, 741.2671
1172.6521, 160.3254, 4.34, 31.9203, 226.6037, 345.7622, 18.9578, 200.7506, 85.6243, 796.6536
1372.2542, 196.6905, 4.3506, 262.1322, 212.6745, 597.5416, 61.5147, 246.7014, 112.6792, 576.8248
1331.5167, 207.3983, 12.8568, 121.4388, 391.3482, 57.4165, 2.3823, 96.7024, 9.7549, 651.2227
1499.4528, 81.4846, 49.6227, 301.1531, 78.0673, 41.814, 87.275, 157.0455, 68.8339, 645.4445
1210.2357, 83.4212, 25.0076, 48.2288, 147.8348, 733.5409, 37.7284, 247.5904, 94.2678, 421.1182
2162.645, 21.7663, 2.2123, 408.6049, 491.3494, 696.4059, 90.2773, 166.8953, 165.242, 319.769
1591.6411, 105.8867, 10.6093, 181.1435, 0.5662, 564.249, 222.5165, 250.5187, 183.6278, 874.7747
1270.6278, 255.0608, 33.8211, 432.2708, 376.0212, 581.2407, 202.0357, 195.6416, 42.2173, 959.389
1081.6965, 52.035, 47.9809, 377.2596, 329.1174, 628.4154, 122.1939, 126.2139, 117.7653, 838.0488
2106.5416, 102.1699, 52.0185, 346.8575, 277.7166, 412.3335, 87.2643, 238.6373, 56.7321, 117.5154
1692.2414, 279.4079, 33.0921, 365.6606, 141.592, 257.1173, 175.0331, 66.1427, 3.8641, 76.6706
2332.8178, 89.2637, 18.8245, 173.3082, 300.9032, 650.6169, 233.1454, 254.2737, 202.5477, 289.9822
1383.2512, 112.8684, 3.394, 212.3377, 2.7511, 396.9703, 220.0929, 223.9326, 235.828, 178.8636
1670.9058, 58.8861, 18.5585, 492.5752, 281.51, 47.3174, 3.2409, 139.6415, 3.2091, 34.6105
1628.3189, 284.0857, 12.3091, 165.4766, 193.0425, 671.9975, 215.7816, 238.796, 30.2934, 891.6553
2208.8895, 238.8646, 8.2227, 111.1795, 472.6599, 33.451, 172.3261, 223.6995, 48.4356, 204.0079
1935.7154, 119.5294, 26.0391, 153.5468, 84.934, 679.5837, 152.4391, 212.9336, 169.1641, 732.5639
1025.9426, 1.2791, 49.0645, 385.5922, 489.9197, 341.0378, 242.9704, 11.6867, 162.9749, 106.1639
1235.4152, 319.3012, 44.4095, 259.8775, 356.2572, 549.2339, 59.3203, 54.0051, 223.3446, 722.7614
1917.7865, 263.0584, 7.7043, 490.3041, 184.8462, 439.932, 252.8299, 76.6818, 66.6068, 634.7425
1129.8734, 71.6754, 11.9025, 126.7992, 496.692, 942.2655, 34.4248, 32.7174, 155.6471, 768.477
961.906, 115.4365, 9.3385, 20.406, 491.093, 726.696, 83.3505, 198.7185, 104.7058, 794.7617
1203.1194, 27.0043, 3.8383, 449.95, 103.0734, 476.229, 249.7726, 164.3853, 227.7333, 554.3178
975.2417, 41.4163, 24.023, 253.5865, 115.9585, 910.7426, 225.905, 213.7154, 250.5779, 589.3878
2388.8847, 309.6883, 45.8486, 8.9904, 201.8793, 19.769, 119.9751, 1.9643, 216.4394, 805.3504
1590.418, 188.5507, 29.9129, 158.6578, 231.9907, 708.0025, 140.3128, 103.6741, 3.698, 929.8637
2314.0089, 238.1957, 12.3451, 44.7379, 283.0559, 421.7953, 133.2928, 111.5477, 8.9067, 424.1984
1209.2796, 88.7665, 4.5823, 328.056, 58.1314, 773.6682, 218.2013, 121.1387, 86.9671, 83.1271
1058.271, 30.6588, 51.6197, 234.6305, 378.2663, 13.2546, 106.8082, 104.6566, 223.6131, 315.0761
1484.6021, 77.6196, 7.1656, 430.2161, 407.8664, 783.1015, 139.7782, 49.7889, 1.2074, 180.4645
1906.0702, 57.3602, 1.52, 38.4449, 368.6965, 650.4519, 50.8725, 104.8275, 225.6638, 668.5933
1232.3032, 22.2847, 30.062, 24.3054, 422.9658, 703.7821, 67.2868, 24.2655, 46.2954, 475.5868
1909.0325, 241.4639, 30.3282, 284.341, 262.7298, 155.7885, 42.6079, 89.0267, 184.5609, 99.3282
1787.3242, 60.7469, 59.3122, 154.5066, 305.6336, 591.2129, 141.7113, 150.8996, 90.6143, 361.7996
1931.6472, 125.6332, 42.5326, 41.574, 442.0998, 754.9454, 233.9675, 57.285, 1.1184, 302.5828
1286.5642, 284.0751, 7.506, 43.8716, 409.2514, 687.989, 216.1885, 81.9233, 88.8845, 635.4827
2314.4395, 74.7178, 48.6087, 80.6091, 336.5622, 508.9565, 191.6627, 41.6591, 222.2415, 827.3944
2191.8403, 99.3241, 52.1964, 438.7278, 48.3865, 207.7724, 170.067, 204.0034, 152.8924, 126.8789
1360.963, 313.4812, 11.7423, 53.8943, 151.6692, 795.2778, 169.1764, 163.1762, 17.9236, 149.7965
1054.8121, 72.5233, 46.2961, 213.6965, 342.3518, 944.7077, 171.63, 147.5361, 195.2057, 609.2353
1036.0468, 323.3774, 52.605, 441.1902, 141.9145, 603.876, 90.0781, 142.8182, 49.0501, 473.482
1574.147, 9.3752, 44.8009, 234.5932, 313.3394, 763.8512, 150.1721, 91.0855, 82.6143, 843.6271
1553.2629, 343.6777, 55.854, 292.1263, 492.3103, 782.5214, 221.9497, 224.8437, 57.4253, 584.4373
1902.9204, 5.7028, 14.4307, 191.8103, 320.0157, 99.4734, 29.3807, 125.6381, 88.7864, 719.332
1429.4764, 59.7839, 18.9621, 365.5478, 145.3887, 389.8848, 141.4169, 157.8268, 90.859, 641.7812
1431.3319, 110.3446, 39.4009, 160.2403, 220.4522, 815.6377, 78.8351, 240.9771, 9.4728, 708.4147
1093.6248, 55.356, 35.2896, 410.2348, 387.6671, 995.703, 233.0629, 100.7269, 56.1632, 998.9532
1396.2852, 130.1156, 27.5329, 13.3776, 424.3815, 167.243, 178.8861, 251.4538, 228.5283, 268.2199
2255.5177, 14.9216, 8.9965, 54.7231, 189.7959, 104.1904, 243.3732, 48.0697, 106.5207, 17.5649
1655.2198, 209.611, 16.2817, 18.9485, 214.0045, 139.7606, 161.2258, 235.7559, 174.0483, 396.7577
1968.4846, 69.9195, 39.4494, 75.2222, 177.9054, 870.0382, 65.3302, 139.9401, 46.8859, 360.6363
1306.794, 178.0487, 38.0083, 471.2458, 384.9391, 142.182, 228.0965, 174.933, 91.0449, 273.51
1157.0898, 203.6757, 7.2145, 190.0237, 200.0951, 925.7594, 199.8351, 88.9465, 136.8759, 432.6083
1045.6139, 271.0067, 47.9419, 71.3046, 384.3877, 880.2355, 202.3208, 84.9487, 80.3035, 801.9704
1327.9228, 109.5915, 2.5318, 486.3107, 241.5607, 444.7965, 1.793, 22.6182, 25.0004, 470.4327
1202.1621, 66.8275, 6.775, 450.1383, 202.2168, 245.7165, 38.1631, 129.3761, 27.3711, 910.2728
1737.6137, 251.8694, 40.3535, 120.9231, 434.5282, 526.7295, 106.4428, 220.8477, 11.0598, 283.2081
1842.4258, 85.6255, 2.7056, 242.4576, 302.3771, 222.8173, 154.4536, 84.5513, 181.0358, 662.5505
1957.7593, 229.3855, 3.5869, 50.406, 104.9653, 609.0797, 235.3606, 98.979, 80.1212, 787.2417
1084.4319, 163.2473, 54.9869, 458.6317, 366.957, 133.6302, 211.4176, 133.5366, 37.1527, 586.2081
2051.3421, 170.8619, 8.1145, 237.5599, 196.9682, 884.6239, 236.4958, 207.9783, 76.6497, 289.083
1430.9939, 33.1984, 42.6634, 71.1035, 63.1526, 22.5371, 216.2666, 86.6238, 236.2672, 129.0779
1459.5042, 233.2764, 29.4735, 51.7314, 17.7698, 633.7936, 28.6361, 203.8023, 176.1396, 930.9878
919.4335, 206.4648, 8.1738, 228.0575, 434.5467, 612.9878, 204.805, 124.839, 87.1702, 825.469
1191.1919, 135.4894, 51.7614, 428.2302, 51.4937, 968.651, 17.8161, 203.6033, 18.9472, 831.4369
1249.8853, 72.3205, 15.8656, 331.8402, 362.3315, 60.208, 217.1044, 88.9756, 23.303, 571.4101
1511.2095, 195.3559, 34.3914, 278.5239, 98.0763, 728.0953, 246.4055, 166.7728, 46.9792, 227.7456
1774.0028, 192.6294, 40.2182, 372.4708, 339.4699, 669.6673, 209.6872, 160.0961, 34.8016, 386.9228
1034.6281, 71.1289, 21.7556, 147.2602, 205.2084, 163.3692, 89.9224, 109.0394, 93.437, 358.4663
1805.4789, 307.8081, 57.6889, 387.5333, 51.2806, 853.6779, 124.6437, 38.2012, 235.9386, 176.9532
957.2705, 56.7507, 4.6628, 194.6826, 275.6964, 608.5965, 22.0233, 182.8884, 248.9565, 910.1995
1652.7537, 134.5376, 59.5923, 228.8236, 459.5451, 857.2799, 252.6845, 138.8648, 85.782, 292.6282
1583.144, 305.667, 40.6008, 243.6529, 350.3182, 542.9992, 19.6207, 2.4668, 234.2163, 596.5924
1072.6267, 93.4694, 51.2986, 453.334, 243.9715, 199.6134, 7.3015, 118.077, 199.0468, 140.7912
1350.2235, 319.0872, 52.4325, 369.2606, 387.0525, 319.6041, 57.6719, 35.8822, 119.4147, 836.7189
2001.2022, 19.5898, 55.2758, 121.4868, 64.7156, 348.262, 235.9739, 98.3264, 229.3626, 692.3118
2205.8871, 312.1553, 32.0671, 325.8973, 381.4837, 359.6637, 126.8668, 152.3851, 214.937, 555.6992
1935.689, 278.5684, 52.1283, 78.9888, 172.6465, 871.5941, 141.7156, 54.0838, 53.524, 498.4542
1442.5852, 185.2822, 36.9594, 1.6896, 400.2354, 792.6805, 132.2282, 56.3561, 185.0477, 842.3298
2217.0378, 299.3314, 34.7773, 420.258, 410.1572, 197.9175, 109.2119, 152.3271, 217.7272, 739.6241
